13.64	0.12	M-type
23.967	0.28	M-type
25.847	0.12	M-type
27.216	0.12	M-type
27.456	0.16	M-type.progr
44.536	0.12	E-type
95.256	0.08	M-type
96.056	0.12	M-type
105.266	0.16	M-type
107.226	0.08	M-type
119.866	0.24	M-type
123.626	0.04	M-type
256.989	0.04	M-type
257.349	0.04	M-type
271.581	0.08	M-type
278.021	0.28	M-type
285.021	0.04	M-type
287.501	0.16	M-type
292.701	0.24	M-type
295.461	0.04	M-type
324.68	0.36	E-type
326.2	0.28	M-type
331.72	0.2	E-type
338.52	0.2	M-type
340.44	0.12	M-type
340.64	0.12	M-type
342.36	0.08	M-type
345	0.32	E-type
350.16	0.08	M-type
357.818	0.36	M-type
365.258	0.32	M-type
366.818	0.24	M-type
370.89	0.4	E-type
373.468	0.32	E-type
449.493	0.28	E-type
455.168	0.2	M-type
459.728	0.16	M-type
461.768	0.2	M-type
463.328	0.12	M-type
475.178	0.2	W-type
487.098	0.08	M-type
493.178	0.16	M-type
495.03	0.08	M-type
496.35	0.32	M-type
497.75	0.2	M-type
500.79	0.08	M-type
502.27	0.16	M-type
504.27	0.24	M-type
505.55	0.12	M-type
561	0.16	M-type
564.08	0.12	M-type
567.52	0.24	neutral
606.04	0.28	M-type
607.08	0.28	M-type
612.32	0.04	M-type
615.52	0.08	M-type
634.885	0.2	M-type
642.645	0.16	M-type
645.925	0.08	M-type
646.805	0.08	M-type
661.542	0.12	M-type
668.302	0.28	M-type
