5.063	0.68	PU@g>person[G]
6.183	0.12	VILL[VB]
6.383	0.16	BÖRJA[VB]
6.663	0.12	PU@g>person[G]
6.943	0.12	VILL[VB]
7.183	0.08	PU@g>person[G]
34.84	0.28	JA@ub[INTERJ]
35.2	0.08	VARA[VB]
35.36	0.48	BJÖRN@en[NN]
35.96	0.24	ELLER[KN]
36.28	0.24	FEL[AB]
36.64	0.08	JA@ub[INTERJ]
36.8	0.2	PEK>person/PEK[PEK]
37.12	0.12	PRO1[PN]
37.32	0.28	MINNAS[VB]
37.84	0.12	GLOSA:(PEK>hand)[?]
38.12	0.28	BJÖRN@en[NN]
38.48	0.2	VETA-INTE[VB]
38.76	0.32	GÖRA[VB]
39.24	0.16	PRO1[PN]
72.88	0.28	SAMMA[PN]
73.24	0.2	PRO1[PN]
132.24	0.52	FÄRDIG[JJ]
133.08	0.28	MÄTT[VBS]
133.4	0.44	MÄTT@hd
136.04	0.08	FÖRSKOLA[NN]
136.24	0.76	PEKBOJ[BOJ]
146.027	0.16	GLOSA:(?)[?]
146.267	0.12	POSS1[PN]
146.427	0.2	HUS[NN]
146.747	0.28	ENTITET(S)+BEFINNA@p[VBAV]
147.067	2	ENTITET(S)@hd
149.267	0.2	ENTITET(S)+BEFINNA@p[VBAV]
149.507	4.28	ENTITET(S)@hd
155.707	1.8	ENTITET(S)@hd
159.547	10.72	ENTITET(S)@hd
175.507	0.12	PRO1.FL[PN]
175.661	0.04	VARA[VB]
175.821	0.4	TVÅ[RG]
176.261	0.36	TVÅ@hd
176.741	0.24	TRE[RG]
177.061	0.2	ÅR@b[NN]
177.381	0.12	GAMMAL(Y)[JJ]
177.621	0.4	BÖRJA[VB]
178.141	0.32	LEKA[VB]
178.541	0.12	MED[PP]
178.781	0.2	VARANDRA[PN]
179.061	0.24	DÅ@b[AB]
179.381	0.2	PEK[PEK]
179.701	0.48	FUNGERA[VB]
180.301	0.32	TECKNA[VB]
187.421	0.56	BEGE-SIG-IVÄG[VB]
188.981	0.56	STÄNGA(Q)[VB]
190.581	0.48	STÄNGA(Q)[VB]
191.101	0.48	STÄNGA(Q)@hd
210.181	0.2	PEK[PEK]
210.421	0.24	PEK@hd
211.147	0.16	VARA[VB]
211.347	0.4	VARA@hd
212.027	0.96	PEK[PEK]
214.584	0.6	PEK[PEK]
239.627	0.2	PRO1[PN]
240.067	0.12	OFTA[AB]
240.267	0.32	EMILY@en[NN]
240.707	0.2	BRUKA[VB]
241.027	0.32	RINGA.TELEFON[VB]
241.467	0.28	LUSTIG[JJ]
241.827	0.04	PEK[PEK]
241.907	0.04	FRÅGA-TILL[VB]
242.027	0.08	VILL[VB]
242.187	0.16	KONTAKTA[VB]
242.427	0.08	PRO1@z[PN]
242.587	0.12	FÅ[VB]
242.787	0.16	RINGA.TELEFON[VB]
243.027	0.08	POSS1[PN]
243.187	0.48	FÖRÄLDRAR[NN]
243.787	0.24	KAN[VB]
244.307	0.16	PRO1[PN]
244.627	0.32	TRÄFFAS[VB]
245.187	0.36	tp@&
245.707	0.24	LEKA[VB]
246.027	0.08	MED[PP]
246.187	0.36	SARAH-REMGREN@en[NN]
246.667	0.24	SEDAN(L)[AB]
247.187	0.24	FÖRÄLDRAR[NN]
247.587	0.12	TELEFON.HÅLLA[VB]
247.747	1.64	TELEFON.HÅLLA@hd
249.707	0.2	SEDAN(L)[AB]
249.987	0.08	zzz@z
250.187	0.52	TELEFON.HÅLLA[VB]
250.867	0.12	PRO1[PN]
251.147	0.16	DÅLIG[JJ]
251.427	0.2	SAMVETE[NN]
273.172	0.12	PEK[PEK]
273.372	0.12	PERF[VB]
273.572	0.2	HÖRA[VB]
306.44	0.4	HÄLSA-PÅ1[VB]
309.8	0.04	TYCKA[VB]
309.92	0.28	ROLIG[JJ]
